	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0023522"	3142.00	2902.00	2461.00	2422.00	2787.00	3108.00	3438.00	3696.00	3724.00	3609.00	4036.00	3849.00
"FBgn0023523"	0.00	1.00	4.00	2.00	2.00	6.00	7.00	6.00	8.00	9.00	6.00	5.00
"FBgn0023524"	6.00	2.00	8.00	5.00	2.00	15.00	7.00	11.00	8.00	7.00	17.00	21.00
"FBgn0023525"	4.00	8.00	3.00	5.00	10.00	12.00	23.00	23.00	23.00	30.00	27.00	38.00
"FBgn0023526"	4102.00	3691.00	3009.00	3206.00	4234.00	4010.00	2203.00	2139.00	2237.00	3049.00	3558.00	2550.00
"FBgn0023527"	2556.00	2311.00	1863.00	2161.00	2685.00	2586.00	1970.00	1849.00	1789.00	2478.00	2821.00	2358.00
"FBgn0023528"	11621.00	10253.00	8995.00	8601.00	9773.00	11015.00	13084.00	13606.00	12141.00	12321.00	14469.00	14675.00
"FBgn0023529"	6775.00	5087.00	4347.00	4939.00	5428.00	6515.00	1720.00	1806.00	2008.00	4134.00	4757.00	3768.00
"FBgn0023530"	811.87	898.00	688.88	508.00	610.00	609.00	261.89	227.00	208.00	385.87	403.88	284.00
"FBgn0023531"	620.00	468.00	444.00	443.00	519.00	461.00	368.00	320.00	334.00	457.00	507.00	421.00
"FBgn0023534"	3.00	1.00	5.00	0.00	2.00	1.00	2.00	7.00	9.00	2.00	2.00	2.00
"FBgn0023535"	23.00	11.00	38.00	14.00	8.00	20.00	17.00	36.00	30.00	18.00	29.00	25.00
"FBgn0023536"	993.00	948.00	773.00	736.00	826.00	841.00	315.00	240.00	230.00	465.00	547.00	402.00
"FBgn0023537"	2800.00	2655.00	2221.00	2172.00	2193.00	2659.00	129.00	329.00	360.00	176.00	237.00	183.00
"FBgn0023540"	1008.00	1056.00	747.00	664.00	726.00	779.00	25.00	37.00	41.00	116.00	143.00	107.00
"FBgn0023541"	2.00	3.00	25.00	0.00	5.00	8.00	21.00	16.00	25.00	19.00	35.00	36.00
"FBgn0023542"	1210.00	1200.00	1008.00	960.00	1178.00	1266.00	273.00	425.00	471.00	556.00	861.00	560.00
"FBgn0023545"	1172.00	1268.00	1004.00	912.00	1032.00	1126.00	612.00	674.00	653.00	736.00	855.00	751.00
"FBgn0023549"	885.00	793.00	621.00	237.00	235.00	362.00	102.00	149.00	116.00	269.00	476.00	262.00
"FBgn0023550"	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	3.00	1.00	1.00	0.00
"FBgn0024150"	188.00	164.00	140.00	71.00	235.00	258.00	3038.00	3733.00	3793.00	1434.00	2149.00	2580.00
"FBgn0024177"	5002.00	5366.00	4499.00	3549.00	3885.00	4282.00	793.00	638.00	478.00	2091.00	2142.00	1689.00
"FBgn0024179"	101.00	170.00	126.00	13.00	9.00	16.00	89.00	58.00	45.00	31.00	46.00	51.00
"FBgn0024182"	800.68	504.59	539.98	504.00	398.43	544.40	74.51	88.68	123.38	126.60	172.75	145.32
"FBgn0024183"	678.00	570.00	475.00	1155.00	1129.00	1495.00	987.00	1277.00	1494.00	1764.00	2163.00	1871.00
"FBgn0024184"	0.00	1.00	2.00	4.00	3.00	8.00	6.00	5.00	4.00	16.00	13.00	14.00
"FBgn0024187"	1986.00	1362.00	1251.00	1177.00	1188.00	1507.00	619.00	755.00	878.00	913.00	1135.00	979.00
"FBgn0024188"	2608.00	2524.00	2111.00	2039.00	2222.00	2456.00	3158.00	3494.00	3498.00	3025.00	3835.00	3300.00
"FBgn0024189"	10.00	9.00	24.00	70.00	60.00	125.00	54.00	77.00	63.00	327.00	259.00	273.00
"FBgn0024191"	944.00	696.00	543.00	764.00	788.00	952.00	1092.00	1118.00	1080.00	1120.00	1214.00	1135.00
"FBgn0024194"	933.00	917.00	718.00	529.00	702.00	716.00	144.00	201.00	344.00	299.00	478.00	330.00
"FBgn0024196"	851.00	1044.00	960.00	691.00	1015.00	891.00	1036.00	1333.00	1487.00	1064.00	1567.00	1256.00
"FBgn0024222"	1377.21	1360.90	1149.22	1019.02	1141.84	1116.90	591.91	515.35	462.94	638.79	706.93	542.55
"FBgn0024227"	2154.00	2100.00	1682.00	1573.00	2154.00	1943.00	2814.00	3392.00	3647.00	2928.00	3826.00	3262.00
"FBgn0024230"	1079.00	1168.00	903.00	742.00	869.00	900.00	132.00	222.00	289.00	181.00	313.00	258.00
"FBgn0024232"	14.00	5.00	37.00	2.00	4.00	21.00	43.00	61.00	45.00	47.00	43.00	57.00
"FBgn0024234"	107.00	120.00	64.00	200.00	325.00	451.00	803.00	1189.00	1710.00	1284.00	1641.00	1338.00
"FBgn0024236"	4535.00	3960.00	3335.00	3263.00	3742.00	4050.00	1477.00	1797.00	2231.00	1657.00	2446.00	1896.00
"FBgn0024238"	3347.00	2985.00	2672.00	2282.00	2441.00	2982.00	751.00	828.00	722.00	1472.00	1663.00	1410.00
"FBgn0024244"	83.00	79.00	64.00	125.00	186.00	333.00	519.00	709.00	926.00	758.00	888.00	826.00
"FBgn0024245"	1127.00	1138.00	939.00	839.00	1173.00	1196.00	1920.00	2440.00	2690.00	1962.00	2916.00	2499.00
"FBgn0024248"	1203.00	948.00	933.00	911.00	1029.00	1181.00	1013.00	1012.00	926.00	1277.00	1442.00	1290.00
"FBgn0024249"	0.00	0.00	0.00	5.00	4.00	10.00	2.00	4.00	6.00	10.00	31.00	13.00
"FBgn0024250"	66.00	63.00	43.00	61.00	141.00	200.00	779.00	988.00	1047.00	731.00	1006.00	1005.00
"FBgn0024251"	4001.32	3310.41	2591.02	2670.00	2658.57	3115.60	305.49	315.32	371.62	553.40	724.25	466.68
"FBgn0024273"	1888.00	1485.00	1248.00	1197.00	1185.00	1422.00	679.00	606.00	569.00	750.00	846.00	656.00
"FBgn0024277"	4678.00	3191.00	3002.00	2697.00	2557.00	3528.00	4200.00	4012.00	3601.00	3730.00	3981.00	4251.00
"FBgn0024285"	4290.00	3781.00	3117.00	3309.00	3756.00	4132.00	6203.00	6889.00	7494.00	5692.00	7524.00	6767.00
"FBgn0024288"	0.00	0.00	2.00	4.00	1.00	10.00	2.00	0.00	1.00	12.00	13.00	9.00
"FBgn0024289"	65.00	66.00	238.00	16.00	25.00	29.00	61.00	129.00	142.00	73.00	121.00	66.00
"FBgn0024291"	6598.00	5393.00	4886.00	4396.00	4772.00	5299.00	2812.00	2550.00	2542.00	3871.00	4225.00	3470.00
"FBgn0024293"	17.00	16.00	56.00	2.00	1.00	11.00	23.00	33.00	31.00	2.00	2.00	12.00
"FBgn0024294"	1.00	0.00	0.00	24.00	10.00	74.00	22.00	6.00	3.00	135.00	127.00	97.00
"FBgn0024314"	3202.00	2533.00	1959.00	2265.00	2325.00	2793.00	976.00	1010.00	1064.00	1439.00	1785.00	1477.00
"FBgn0024315"	899.00	811.00	934.00	363.00	392.00	482.00	408.00	566.00	495.00	234.00	218.00	223.00
"FBgn0024319"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0024320"	549.00	527.00	535.00	388.00	554.00	706.00	802.00	861.00	825.00	856.00	986.00	979.00
"FBgn0024321"	14.00	11.00	18.00	21.00	22.00	39.00	37.00	55.00	51.00	47.00	57.00	46.00
"FBgn0024326"	3368.00	3323.00	2676.00	2328.00	2866.00	3017.00	1291.00	1412.00	1392.00	1875.00	2360.00	1867.00
"FBgn0024329"	6494.00	4722.00	4164.00	4127.00	4242.00	5172.00	1813.00	1430.00	1122.00	2293.00	2420.00	2037.00
"FBgn0024330"	952.00	866.00	817.00	785.00	995.00	1039.00	1052.00	1220.00	1143.00	1216.00	1526.00	1338.00
"FBgn0024352"	9846.00	8716.00	6770.00	7320.00	7177.00	8638.00	778.00	880.00	1088.00	1884.00	2397.00	1487.00
"FBgn0024360"	1305.00	1226.00	783.00	870.00	833.00	1009.00	62.00	72.00	77.00	151.00	223.00	144.00
"FBgn0024361"	18.00	33.00	77.00	0.00	3.00	34.00	50.00	76.00	96.00	42.00	27.00	60.00
"FBgn0024362"	3315.00	2774.00	2169.00	2261.00	2414.00	3029.00	1711.00	1547.00	1612.00	2299.00	2385.00	2143.00
"FBgn0024364"	3101.00	2112.00	1719.00	2485.00	2903.00	3023.00	2750.00	2309.00	2403.00	3171.00	3464.00	3308.00
"FBgn0024365"	3824.00	3022.00	2401.00	2636.00	2892.00	3292.00	3829.00	3617.00	3247.00	3349.00	3763.00	3757.00
"FBgn0024366"	24.00	22.00	31.00	72.00	49.00	119.00	54.00	27.00	42.00	101.00	114.00	112.00
"FBgn0024371"	3539.00	3764.00	3043.00	2417.00	2903.00	3012.00	780.00	962.00	1253.00	1040.00	1439.00	1147.00
"FBgn0024432"	3852.00	3921.00	3536.00	2427.00	3031.00	2666.00	4931.00	5690.00	6596.00	3539.00	4869.00	3974.00
"FBgn0024491"	1626.00	1727.00	1577.00	1135.00	1448.00	1404.00	2425.00	2968.00	3362.00	2064.00	2953.00	2299.00
"FBgn0024509"	4128.00	3786.00	2819.00	3131.00	3425.00	3473.00	4296.00	4729.00	5188.00	2165.00	2371.00	1848.00
"FBgn0024510"	1680.45	1414.54	1233.51	1983.00	1991.00	2469.84	1409.34	1240.62	1183.29	2174.00	2452.00	2425.28
"FBgn0024542"	1518.00	1470.00	1281.00	1086.00	1273.00	1296.00	1817.00	1892.00	1948.00	1587.00	1963.00	1712.00
"FBgn0024555"	7271.00	5675.00	4947.00	4914.00	5410.00	6172.00	8876.00	9085.00	8986.00	7626.00	9017.00	9476.00
"FBgn0024556"	4167.00	3445.00	2600.00	3591.00	3889.00	4266.00	1666.00	1641.00	1693.00	2858.00	3239.00	2691.00
"FBgn0024558"	3654.00	3443.00	2860.00	2706.00	3175.00	3150.00	2089.00	1918.00	1841.00	2409.00	2793.00	2186.00
"FBgn0024689"	2489.00	2302.00	1974.00	1671.00	1922.00	1940.00	2906.00	3166.00	3108.00	2444.00	3049.00	3059.00
"FBgn0024698"	4081.00	3777.00	3391.00	2381.00	2879.00	3273.00	3576.00	3566.00	3189.00	3351.00	3991.00	3964.00
"FBgn0024728"	2988.00	2811.00	2719.00	1559.00	2068.00	2038.00	3478.00	3978.00	3652.00	2753.00	3609.00	3206.00
"FBgn0024732"	3920.00	3554.00	3214.00	2299.00	2943.00	2752.00	4288.00	4420.00	4024.00	3297.00	3633.00	3232.00
"FBgn0024733"	33890.00	40770.00	36612.00	28113.00	43047.00	39449.00	49145.00	60221.00	61835.00	52595.00	75617.00	59788.00
"FBgn0024734"	3934.00	3893.40	3797.52	3326.05	4601.00	4781.73	4028.16	4125.45	3449.27	5299.00	6382.45	5832.15
"FBgn0024740"	0.00	0.00	0.00	4.00	4.00	2.00	2.00	6.00	1.00	12.00	18.00	11.00
"FBgn0024754"	770.00	601.00	494.00	858.00	1026.00	1121.00	924.00	1024.00	1138.00	1493.00	1828.00	1919.00
"FBgn0024804"	1033.00	1225.00	1116.00	744.00	1284.00	1088.00	1471.00	1725.00	1805.00	1492.00	1767.00	1722.00
"FBgn0024806"	4057.00	3622.00	3340.00	2497.00	2682.00	3241.00	2503.00	2339.00	2052.00	2483.00	2802.00	2746.00
"FBgn0024807"	1703.00	1448.00	1321.00	1396.00	1698.00	1862.00	2661.00	2917.00	3148.00	2741.00	3588.00	3040.00
"FBgn0024811"	1943.00	2422.00	2269.00	1339.00	2220.00	1978.00	2577.00	3058.00	3280.00	2505.00	3517.00	2867.00
"FBgn0024814"	3999.00	3642.00	2845.00	3413.00	4129.00	4348.52	5463.43	6142.00	7264.00	5719.00	7416.00	6444.45
"FBgn0024833"	3114.00	2925.00	2577.00	2199.00	2549.00	2539.00	3141.00	3400.00	3112.00	2615.00	3158.00	2897.00
"FBgn0024836"	3.00	3.00	15.00	85.00	14.00	126.00	22.00	22.00	11.00	234.00	127.00	219.00
"FBgn0024841"	1913.00	1961.00	1606.00	1316.00	1525.00	1406.00	218.00	209.00	205.00	469.00	565.00	403.00
"FBgn0024846"	1681.00	1548.00	1320.00	1101.00	1229.00	1340.00	136.00	140.00	120.00	355.00	375.00	247.00
"FBgn0024887"	1262.00	1125.00	1029.00	855.00	1190.00	1121.00	1743.00	1921.00	2083.00	1508.00	2062.00	1761.00
"FBgn0024889"	4785.00	4248.00	3809.00	3640.00	3978.00	4445.00	3159.00	2948.00	2368.00	4139.00	4139.00	3636.00
"FBgn0024897"	1.00	0.00	5.00	0.00	0.00	14.00	14.00	1.00	8.00	15.00	3.00	12.00
"FBgn0024909"	1452.00	1331.00	1239.00	1059.00	1418.00	1292.00	1344.00	1360.00	1233.00	1466.00	1682.00	1579.00
"FBgn0024912"	476.00	548.00	413.00	228.00	293.00	260.00	550.00	597.00	574.00	278.00	379.00	355.00
"FBgn0024913"	4.00	3.00	14.00	7.00	5.00	12.00	10.00	22.00	17.00	15.00	29.00	31.00
"FBgn0024920"	2310.00	1901.00	1341.00	1751.00	1804.00	1877.00	846.00	950.00	984.00	1160.00	1562.00	1322.00
"FBgn0024921"	10076.00	8756.00	8503.00	6331.00	7911.00	8432.00	10717.00	10791.00	9150.00	8985.00	10841.00	11619.00
"FBgn0024941"	5.00	1.00	13.00	3.00	0.00	16.00	29.00	32.00	27.00	23.00	5.00	25.00
"FBgn0024943"	1.00	0.00	0.00	2.00	0.00	0.00	11.00	3.00	4.00	7.00	11.00	9.00
"FBgn0024944"	4.00	1.00	10.00	3.00	0.00	3.00	7.00	9.00	9.00	3.00	9.00	8.00
"FBgn0024945"	1085.00	1034.00	940.00	759.00	975.00	963.00	1234.00	1381.00	1468.00	1223.00	1496.00	1369.00
"FBgn0024947"	2874.00	2515.00	2160.00	1763.00	2069.00	2321.00	3700.00	4219.00	4538.00	3081.00	3901.00	3434.00
"FBgn0024956"	1720.00	1598.00	1116.00	1180.00	1437.00	1424.00	189.00	196.00	251.00	439.00	528.00	379.00
"FBgn0024957"	3074.00	2766.00	2314.00	2498.00	2569.00	2964.00	1133.00	861.00	652.00	1351.00	1397.00	1204.00
"FBgn0024958"	1275.00	1164.00	818.00	1070.00	1148.00	1379.00	1260.00	1386.00	1353.00	1475.00	1898.00	1702.00
"FBgn0024963"	13.00	5.00	26.00	2.00	3.00	19.00	25.00	36.00	28.00	7.00	16.00	24.00
"FBgn0024973"	1348.00	1041.00	837.00	1162.00	1223.00	1275.00	725.00	717.00	705.00	1055.00	1267.00	1117.00
"FBgn0024975"	788.00	761.00	546.00	550.00	588.00	632.00	104.00	146.00	178.00	230.00	277.00	186.00
"FBgn0024980"	16.00	52.00	38.00	3.00	4.00	6.00	3.00	10.00	16.00	12.00	13.00	14.00
"FBgn0024983"	1127.00	1076.00	788.00	939.00	931.00	1139.00	993.00	1078.00	1087.00	1189.00	1332.00	1240.00
"FBgn0024984"	1187.00	1173.00	900.00	1042.00	1190.00	1040.00	1639.00	1676.00	1961.00	1523.00	1939.00	1534.00
"FBgn0024985"	1488.00	1263.00	925.00	1079.00	1093.00	1335.00	188.00	214.00	276.00	332.00	412.00	287.00
"FBgn0024986"	751.00	786.00	640.00	612.00	684.00	716.00	784.00	826.00	861.00	758.00	1011.00	847.00
"FBgn0024987"	4227.94	3179.00	2826.00	2887.85	3115.00	3619.00	5595.00	5861.36	6098.00	5120.00	6291.00	6201.00
"FBgn0024989"	10.00	30.00	17.00	14.00	14.00	95.00	152.00	43.00	55.00	98.00	52.00	105.00
"FBgn0024991"	3822.00	3325.00	2610.00	2208.00	2283.00	2503.00	245.00	200.00	163.00	634.00	665.00	357.00
"FBgn0024992"	2896.00	2172.00	1640.00	2026.00	2102.00	2454.00	455.00	523.00	618.00	975.00	976.00	778.00
"FBgn0024993"	1250.00	1059.00	849.00	808.00	993.00	1024.00	151.00	149.00	213.00	287.00	399.00	228.00
"FBgn0024994"	1287.00	1276.00	1066.00	957.00	1069.00	1172.00	299.00	218.00	166.00	550.00	551.00	417.00
"FBgn0024995"	6.00	4.00	31.00	0.00	0.00	0.00	9.00	26.00	31.00	3.00	2.00	3.00
"FBgn0024996"	1160.00	1231.00	892.00	1052.00	1219.00	1230.00	860.00	866.00	835.00	1037.00	1393.00	1065.00
"FBgn0024997"	12.00	5.00	16.00	0.00	1.00	3.00	16.00	28.00	45.00	6.00	12.00	11.00
"FBgn0024998"	1815.00	1519.00	1162.00	1523.00	1708.00	1751.00	1697.00	1648.00	1782.00	1741.00	2255.00	1922.00
"FBgn0025109"	925.00	939.00	803.00	746.00	918.00	983.00	553.00	650.00	723.00	798.00	1044.00	787.00
"FBgn0025111"	17.00	7.00	9.00	13.00	23.00	20.00	7.00	13.00	9.00	16.00	17.00	16.00
"FBgn0025115"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0025118"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025185"	988.00	942.00	849.00	714.00	739.00	836.00	143.00	209.00	218.00	328.00	319.00	276.00
"FBgn0025186"	3245.00	2594.00	2131.00	2521.00	2568.00	2973.00	1399.00	1177.00	1106.00	2111.00	2154.00	1793.00
"FBgn0025334"	1.00	0.00	1.00	0.00	0.00	2.00	0.00	2.00	8.00	7.00	1.00	3.00
"FBgn0025335"	3072.00	2842.00	2402.00	2280.00	2553.00	2657.00	590.00	486.00	482.00	1104.00	1208.00	894.00
"FBgn0025336"	1643.00	1524.00	1286.00	1270.00	1487.00	1503.00	402.00	478.00	583.00	665.00	896.00	605.00
"FBgn0025352"	5522.00	4774.00	3957.00	4681.00	4730.00	5408.00	1170.00	1083.00	967.00	2565.00	2704.00	2371.00
"FBgn0025355"	1558.50	1428.50	1282.50	1050.50	1138.50	1357.50	1717.50	1648.00	1317.00	1497.50	1717.50	1702.00
"FBgn0025360"	14.00	10.00	14.00	28.00	52.00	96.00	93.00	115.00	163.00	195.00	327.00	224.00
"FBgn0025366"	4136.00	4261.00	3718.00	4011.00	5144.00	4979.00	5998.00	6719.00	7542.00	7058.00	9326.00	7720.00
"FBgn0025373"	1713.00	1663.00	1522.00	1296.00	1706.00	1727.00	2429.00	3062.00	3090.00	2388.00	3177.00	2796.00
"FBgn0025378"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025381"	1956.37	1794.14	1345.50	1367.92	1354.45	1646.94	640.02	587.42	555.79	950.24	1062.53	788.23
"FBgn0025382"	315.00	273.00	204.00	195.00	239.00	232.00	204.00	141.00	162.00	161.00	206.00	148.00
"FBgn0025383"	5.00	0.00	8.00	0.00	1.00	1.00	2.00	4.00	5.00	3.00	6.00	4.00
"FBgn0025387"	21.73	15.91	17.05	12.68	24.51	22.73	33.04	31.16	25.41	17.70	26.06	21.42
"FBgn0025388"	2776.27	2097.09	1962.95	1614.32	1624.49	2016.27	2381.96	2113.84	1813.59	2209.30	2087.94	2076.58
"FBgn0025390"	79.13	55.00	63.12	176.00	161.00	156.00	28.11	32.00	33.00	121.13	127.12	129.00
"FBgn0025391"	6.00	3.00	9.00	1.00	0.00	10.00	14.00	14.00	17.00	7.00	5.00	10.00
"FBgn0025393"	2.00	3.00	8.00	0.00	0.00	3.00	4.00	9.00	10.00	0.00	0.00	1.00
"FBgn0025394"	2950.00	2546.00	2214.00	1966.00	2394.00	2715.00	3071.00	3092.00	2961.00	3130.00	3578.00	3363.00
"FBgn0025454"	9.00	5.00	16.00	6.00	2.00	8.00	4.00	4.00	12.00	1.00	5.00	3.00
"FBgn0025455"	7955.00	5804.00	5186.00	4601.00	4875.00	5780.00	2811.00	3075.00	3513.00	2902.00	4259.00	3546.00
"FBgn0025456"	412.00	405.00	390.00	289.00	446.00	401.00	841.00	1031.00	1077.00	731.00	1226.00	899.00
"FBgn0025457"	3248.00	3249.00	2856.00	2547.00	3177.00	3246.00	4824.00	5595.00	5889.00	4627.00	6359.00	5272.00
"FBgn0025463"	6877.00	6267.00	5040.00	5000.00	6377.00	6411.00	9324.00	10454.00	11540.00	8772.00	11341.00	9829.00
"FBgn0025469"	357.00	350.00	319.00	333.00	370.00	353.00	201.00	171.00	174.00	337.00	400.00	264.00
"FBgn0025519"	1022.00	1008.00	869.00	713.00	791.00	797.00	1135.00	1125.00	989.00	947.00	1124.00	1016.00
"FBgn0025525"	20.00	16.00	24.00	77.00	78.00	207.00	179.00	242.00	266.00	391.00	503.00	455.00
"FBgn0025549"	3143.00	3182.00	2936.00	2118.00	2723.00	2714.00	3650.00	3837.00	3612.00	3127.00	3930.00	3664.00
"FBgn0025558"	173.00	193.00	156.00	148.00	240.00	181.00	240.00	288.00	312.00	258.00	377.00	266.00
"FBgn0025571"	5480.00	3673.00	3091.00	3661.00	4349.00	4486.00	8176.00	8419.00	9264.00	6905.00	8264.00	7593.00
"FBgn0025573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00
"FBgn0025574"	3386.00	3321.00	2628.00	2237.00	2548.00	2909.00	2356.00	2608.00	2854.00	2361.00	3086.00	2669.00
"FBgn0025578"	0.00	0.00	0.00	1.00	2.00	3.00	2.00	0.00	1.00	8.00	6.00	4.00
"FBgn0025582"	6174.00	5941.00	5106.00	5052.00	6374.00	6141.00	8089.00	9052.00	8873.00	8226.00	10652.00	9365.00
"FBgn0025583"	0.00	0.00	0.00	0.00	0.00	14.00	0.00	3.00	0.00	1.00	2.00	32.00
"FBgn0025592"	863.00	846.00	770.00	589.00	632.00	736.00	546.00	673.00	593.00	604.00	793.00	780.00
"FBgn0025595"	4.00	5.00	13.00	3.00	1.00	5.00	6.00	18.00	18.00	5.00	4.00	11.00
"FBgn0025608"	4003.00	3490.00	2709.00	3171.00	3391.00	3740.00	4240.00	4250.00	3904.00	4310.00	5099.00	4665.00
"FBgn0025612"	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025613"	0.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025615"	2087.00	2268.00	1943.00	1567.00	1939.00	1909.00	2449.00	2794.00	2739.00	2360.00	3031.00	2662.00
"FBgn0025616"	0.00	1.00	0.00	0.00	2.00	2.00	1.00	0.00	3.00	4.00	10.00	8.00
"FBgn0025620"	0.00	0.00	0.00	0.00	1.00	1.00	0.00	3.00	2.00	8.00	1.00	4.00
"FBgn0025621"	1845.00	1508.00	1176.00	1331.00	1381.00	1540.00	369.00	361.00	359.00	679.00	700.00	549.00
"FBgn0025624"	222.00	232.00	206.00	203.00	242.00	227.00	119.00	154.00	128.00	219.00	250.00	187.00
"FBgn0025625"	14.00	3.00	14.00	8.00	1.00	20.00	23.00	19.00	21.00	28.00	29.00	36.00
"FBgn0025626"	4678.00	3900.00	3542.00	3206.00	3484.00	3783.00	5011.00	5180.00	4837.00	4440.00	5217.00	5008.00
"FBgn0025627"	12.00	13.00	6.00	46.00	41.00	87.00	43.00	60.00	76.00	207.00	193.00	183.00
"FBgn0025628"	3987.00	3590.00	2671.00	2188.00	2486.00	2564.00	381.00	273.00	238.00	734.00	726.00	619.00
"FBgn0025629"	686.00	658.00	559.00	516.00	611.00	643.00	729.00	809.00	749.00	771.00	998.00	823.00
"FBgn0025630"	469.00	528.00	379.00	266.00	313.00	330.00	99.00	95.00	131.00	175.00	198.00	168.00
"FBgn0025631"	70.00	54.00	70.00	45.00	48.00	102.00	92.00	92.00	85.00	137.00	170.00	139.00
"FBgn0025632"	177.00	138.00	115.00	139.00	180.00	166.00	110.00	101.00	72.00	130.00	183.00	113.00
"FBgn0025633"	12803.00	9555.00	8023.00	8555.00	7756.00	10165.00	949.00	879.00	1003.00	2363.00	2812.00	1743.00
"FBgn0025634"	1221.00	1070.00	706.00	934.00	910.00	1079.00	174.00	212.00	330.00	297.00	439.88	309.76
"FBgn0025635"	2930.00	2621.00	2279.99	2107.00	2448.00	2614.00	3659.00	4226.00	4326.00	3365.00	4391.00	4002.00
"FBgn0025637"	7375.00	8011.00	7077.00	5589.00	7234.00	7443.00	10237.00	12440.00	13896.00	9906.00	13675.00	11747.00
"FBgn0025638"	3596.00	3947.00	3322.00	3109.00	4206.00	3896.00	4503.00	5375.00	5602.00	5225.00	7082.00	5715.00
"FBgn0025639"	11008.00	7767.00	6992.00	6466.00	6331.00	8310.00	3974.00	3297.00	3184.00	4811.00	4957.00	4531.00
"FBgn0025640"	718.00	635.00	509.00	452.00	534.00	556.00	929.00	961.00	1064.00	657.00	908.00	719.00
"FBgn0025641"	5237.00	3602.00	3156.00	3590.00	3479.00	4500.00	4308.00	3894.00	3219.00	4197.00	4120.00	4616.00
"FBgn0025642"	4.00	1.00	0.00	5.00	4.00	5.00	3.00	4.00	1.00	7.00	5.00	5.00
"FBgn0025643"	78.00	7.00	38.00	2.00	0.00	89.00	33.00	43.00	50.00	42.00	40.00	35.00
"FBgn0025644"	3.00	2.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	2.00	0.00	1.00
"FBgn0025645"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0025674"	3108.00	3144.00	2696.00	2166.00	2613.00	2641.00	3048.00	3040.00	2836.00	2947.00	3674.00	3154.00
"FBgn0025676"	586.00	564.00	559.00	446.00	553.00	574.00	221.00	213.00	210.00	308.00	381.00	362.00
"FBgn0025678"	5215.00	4556.00	3434.00	4122.00	4991.00	5648.00	7875.00	8938.00	10298.00	8327.00	10975.00	9301.00
"FBgn0025679"	0.00	0.00	2.00	0.00	0.00	0.00	2.00	1.00	0.00	2.00	1.00	2.00
"FBgn0025680"	5.00	6.00	7.00	0.00	1.00	2.00	10.00	10.00	8.00	12.00	11.00	11.00
"FBgn0025681"	3401.00	2822.00	2235.00	2248.00	2119.00	2799.00	927.00	1029.00	1214.00	1281.00	1409.00	1204.00
"FBgn0025682"	693.00	654.00	541.00	682.00	834.00	1096.00	751.00	956.00	1080.00	1693.00	1907.00	1522.00
"FBgn0025683"	959.00	664.00	795.00	771.00	919.00	1165.00	171.00	240.00	268.00	531.00	749.00	517.00
"FBgn0025684"	1934.00	1911.00	1632.00	1225.00	1419.00	1519.00	292.00	262.00	294.00	777.00	935.00	640.00
"FBgn0025686"	6.00	5.00	14.00	3.00	5.00	20.00	16.00	16.00	20.00	29.00	24.00	35.00
"FBgn0025692"	19.00	22.00	71.00	6.00	9.00	31.00	62.00	116.00	96.00	56.00	57.00	50.00
"FBgn0025693"	358.00	300.00	321.00	203.00	273.00	245.00	172.00	199.00	170.00	239.00	232.00	224.00
"FBgn0025697"	3.00	3.00	7.00	4.00	4.00	20.00	7.00	8.00	14.00	26.00	48.00	21.00
"FBgn0025700"	1984.00	2042.00	1622.00	1640.00	1596.00	1927.00	324.00	470.00	598.00	1118.00	1313.00	861.00
"FBgn0025702"	340.00	290.00	261.00	33.00	35.00	76.00	400.00	404.00	362.00	79.00	83.00	80.00
"FBgn0025709"	24.00	27.00	56.00	8.00	13.00	19.00	56.00	105.00	119.00	41.00	75.00	64.00
"FBgn0025712"	5.00	2.00	10.00	24.00	12.00	58.00	25.00	24.00	22.00	116.00	114.00	105.00
"FBgn0025716"	2467.00	2688.00	2214.00	1893.00	2482.00	2456.00	2800.00	3461.00	3638.00	3068.00	3971.00	3553.00
"FBgn0025720"	1936.00	1836.00	1651.00	1485.00	1951.00	1823.00	1454.00	1403.00	1277.00	1747.00	2077.00	1781.00
